File,Sentence,Fronted Element,Fronted Element Type,Locative,Verb,Subject,Quotative,Discourse Function,Information Structure
text_acad_2011.txt,"While he continued to talk about Scripture , I brought my hands to the bottom of my T-shirt , felt the raw edge of the fabric , lifted the hem .","While he continued to talk about Scripture , I brought my hands to the bottom of my T - shirt ,",PP,Non-locative,felt,the raw edge of the fabric,No,Discourse structuring,Other
text_acad_2011.txt,"( "" ' throne , / Burn 'd on the water ' -Luca , is n't that a cool image ? "" )","( "" ' throne , / Burn 'd on the water ' -Luca",VP,Non-locative,is,that,No,Discourse structuring,Other
text_acad_2011.txt,""" Shakespeare hands the choice to you and avoids judgment , "" notes Bloom , who is a superb close analyst when resisting bombast .",Shakespeare hands the choice to you and avoids judgment,VP,Non-locative,notes,"Bloom , who is a superb close analyst when resisting bombast",No,Discourse structuring,Other
text_acad_2011.txt,"Nobody wants to sign up for the tours , "" says Nick Bleser , who with his wife , Birdie Stabel , has been leading trips south since 1978 . """,Nobody wants to sign up for the tours,VP,Non-locative,says,"Nick Bleser , who with his wife , Birdie Stabel , has been leading trips south since 1978",Yes,Quotative,Other
text_acad_2011.txt,"The public schools in Sonora , says the organization 's director , Gloria last three years , many who were born in the United States and know little or no Spanish .",The public schools in Sonora,PP,Non-locative,says,"the organization 's director , Gloria",Yes,Quotative,Other
text_acad_2011.txt,"Behind him is a three-story building , the top floor burned out ; big , fat-lettered graffiti covers the blackened name of the company .",Behind him,PP,Locative,is,a three - story building,No,Scene-setting,Other
text_acad_2011.txt,"Looking to my right at Mike , I shouted , "" Are you ready ? ""","Looking to my right at Mike , I shouted , """,Other,Locative,Are,you,No,Scene-setting,Other
text_acad_2011.txt,"Out of Narcissa 's end came laws that increased the rights of white settlers , that provided justifications for killing native people and taking their land .",Out of Narcissa 's end,PP,Non-locative,came,"laws that increased the rights of white settlers , that provided justifications for killing native people and taking their land",No,Discourse structuring,Other
text_acad_2011.txt,"On the other side of the dried vegetation , written in the leaf 's rusty shadow , was this notation in tiny and formal handwriting : "" Plucked from the grave of Eliza Whitman , October 12 , 1848 . ""","On the other side of the dried vegetation , written in the leaf 's rusty shadow",PP,Locative,was,this notation,No,Scene-setting,Other
text_acad_2011.txt,"When we got to the stage and Reynolds introduced me , he said , "" And at the end of the table is David Guy , whose beautiful novel , Football Dreams , was published in 1980 . ""","When we got to the stage and Reynolds introduced me , he said , "" And at the end of the table",Other,Non-locative,is,"David Guy , whose beautiful novel , Football Dreams , was published in 1980",No,Discourse structuring,Other
text_acad_2011.txt,"If if s possible to artificially raise our mean happiness , should we ?",if s possible to artificially raise our mean happiness,Quotative,Non-locative,should,we,No,Discourse structuring,Other
text_acad_2011.txt,"Haply , thou hast seen Her naked limbs among the alders green ; And that , alas ! , is death </p>","Haply , thou hast seen Her naked limbs among the alders green ; And that , alas !",VP,Non-locative,is,death,No,Discourse structuring,Other
text_acad_2011.txt,"What is wanted ? "" said he mildly . """,What is wanted,VP,Non-locative,said,he,No,Discourse structuring,Other
text_acad_2011.txt,"When we go to bed , "" we two being one , are it , "" John Donne writes in "" The Canonization "" about sexes combined into a higher entity .",When we go to bed,VP,Non-locative,are,it,No,Discourse structuring,Other
text_acad_2011.txt,"When we go to bed , "" we two being one , are it , "" John Donne writes in "" The Canonization "" about sexes combined into a higher entity .",""" we two being one",Other,Non-locative,are,it,No,Discourse structuring,Other
text_acad_2011.txt,"Then , in a sentence where you means one or maybe / , comes the it was you meant / to travel . """,in a sentence where you means one or maybe,PP,Locative,comes,the it was you meant,No,Scene-setting,Other
text_acad_2011.txt,"It 's a tough place , "" says Mehdi Mortazavi from the University of Sistan-Baluchistan in the far eastern end of Iran , near the Afghan border .",It 's a tough place,Other,Locative,says,Mehdi Mortazavi,Yes,Quotative,Other
text_acad_2011.txt,"They connected the great corridors between Mesopotamia and the east , "" says Maurizio Tosi , a University of Bologna archaeologist who did pioneering work at Shahr-i-Sokhta . """,They connected the great corridors between Mesopotamia and the east,VP,Locative,says,"Maurizio Tosi , a University of Bologna archaeologist who did pioneering work at Shahr - i - Sokhta",Yes,Quotative,Other
text_acad_2011.txt,"The site is small but very rich , "" says Fazeli , adding that it may have been a prosperous suburban production center for Shahdad .",The site is small but very rich,AdjP,Non-locative,says,Fazeli,Yes,Quotative,Other
text_acad_2011.txt,"We 're looking for variation of community structure during the period when Detroit went from being a small frontier military outpost to being , by 1920 , one of the foremost industrial centers on the planet , "" explains Killion .","We 're looking for variation of community structure during the period when Detroit went from being a small frontier military outpost to being , by 1920",VP,Locative,explains,Killion,Yes,Quotative,Other
text_acad_2011.txt,"We 're looking for variation of community structure during the period when Detroit went from being a small frontier military outpost to being , by 1920 , one of the foremost industrial centers on the planet , "" explains Killion .",one of the foremost industrial centers on the planet,PP,Locative,explains,Killion,Yes,Quotative,Other
