type,sentence,fronted_constituent,verb,subject,constituent_type,is_locative,confidence,validation_reasons,paragraph_index,sentence_index,file
numeric_inversion,"However , as the industry began migrating to dry-etch processing of the Cr as well @ @ @ @ @ @ @ @ @ @ because the performance of PBS was no longer acceptable with regard to etch resistance , resolution , and CD linearity and uniformity . <p> One approach to improving the etch resistance of PBS-type resists was the incorporation of novolak resins into the formulation , as in the poly ( methylpentene sulfone ) ( PMPS ) resists developed at Bell Laboratories and the sulfone/novolak system ( SNS ) resists developed at IBM in the 1980s 17-19 .",One approach to improving the etch resistance of PBS-type resists,was,the incorporation of novolak resins into the formulation,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,802,27,text_acad_2001.txt
numeric_inversion,Future challenges for high-performance CA resists for mask-making Etch resistance <p> One of the key components that will drive next-generation mask-making is the necessity for delineation of subresolution OPC features on the photomask .,One of the key components that will drive next-generation mask-making,is,the necessity for delineation of subresolution OPC features on the photomask,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,802,86,text_acad_2001.txt
numeric_inversion,"One promise of model-based OPC is that models , unlike rules , can be interpolated to cover layout situations not directly included in calibration test structures .",One promise of model-based OPC,is,that models,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,803,66,text_acad_2001.txt
coordinated_inversion,On the basis of the layout ( a ) and design rules @ @ @ @ @ @ @ @ @ @ band ( b ) over which the circuit should perform to specification is derived .,On the basis of the layout ( a ) and design rules @ @ @ @ @ @ @ @ @ @ band ( b ) over which the circuit should perform to specification,is,derived,Coordinated Structure,True,medium,Common inversion verb; Very long fronted constituent,803,160,text_acad_2001.txt
numeric_inversion,"One of the processes influencing the final image is diffusion . <p> At a microscopic level , the diffusive process is a sequence of random movements of the diffuser relative to its surroundings .",One of the processes influencing the final image,is,a microscopic level,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,804,76,text_acad_2001.txt
numeric_inversion,"One of the major findings of this work was that irrespective of M n or PD , dissolution is highly linear with time 16 , 17 .",One of the major findings of this work,was,that irrespective of M n or PD,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,805,28,text_acad_2001.txt
numeric_inversion,"One approach was to utilize an NB monomer bearing a spiroanhydride structure prepared by the Diels-Alder reaction involving itaconic anhydride ( NBIAH , Scheme III ) .",One approach,was,"a spiroanhydride structure prepared by the Diels-Alder reaction involving itaconic anhydride ( NBIAH , Scheme III )",Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,805,116,text_acad_2001.txt
numeric_inversion,"One example was a terpolymer of NBIAH , NBTBE , and NB with pendant methanesulfonamide ( NBMSN , Scheme III ) .",One example,was,a terpolymer of NBIAH,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,805,118,text_acad_2001.txt
numeric_inversion,One example is shown in Figure 16 .,One example,is,Figure,Numeric Expression,False,medium,Common inversion verb,805,137,text_acad_2001.txt
numeric_inversion,One of the 193-nm resist systems is based on the NB-MA terpolymer involving acrylic acid as a third monomer in conjunction with the use of cholate derivatives 31 .,One of the 193-nm resist systems,is,a third monomer in conjunction with the use of cholate derivatives 31,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,805,149,text_acad_2001.txt
numeric_inversion,"In 1232 , movable metal characters were first used in Korea 1 and , 200 years later , the German Johannes Gutenberg reinvented and spread this technique throughout Europe . <p> Five major printing processes exist today 2 , 3 that entail the contact transfer of a pattern : relief , intaglio , lithography , screen , and electrophotography ( xerography ) .",Five major printing processes,exist,a pattern,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,806,8,text_acad_2001.txt
numeric_inversion,"Stamp fabrication <p> One of our primary goals was to improve the minimum achievable feature size , or critical dimension ( CD ) .",One of our primary goals,was,the minimum achievable feature size,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,806,92,text_acad_2001.txt
numeric_inversion,"Two schemes exist : In the first , the process is localized at the contact area of protrusions , as for flexography .",Two schemes,exist,a of protrusions,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,806,154,text_acad_2001.txt
complex_pp_inversion,"In the first subsection which follows , we discuss the mechanisms and factors affecting the flexibility of the ligand environment of MMOH red and R2 red .",In the first subsection which,follows,the mechanisms and factors affecting the flexibility of the ligand environment of MMOH red and R2 red,PP (Complex Prepositional Phrase),True,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,807,81,text_acad_2001.txt
complex_pp_inversion,"In these studies we have used the @ @ @ @ @ @ @ @ @ @ which is discussed more fully on urls 381 and 382 , and have chosen the "" medium "" model of MMOH red and R2 red , presented in Scheme 3 .",In these studies we have used the @ @ @ @ @ @ @ @ @ @ which,is,more fully on urls 381 and 382,PP (Complex Prepositional Phrase),True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,807,89,text_acad_2001.txt
